ENG20-00208807-v	wngre:synset-βρέχω-verb-0
ENG20-01991578-v	wngre:synset-προσπερνώ-verb-0
ENG20-01991747-v	wngre:synset-περνώ-verb-0
ENG20-01992165-n	wngre:synset-τάξη_Carnivora-noun-0
ENG20-01992546-n	wngre:synset-σαρκοβόρο-noun-1
ENG20-01992858-n	wngre:synset-παμφάγο_ζώο-noun-0
ENG20-01992973-n	wngre:synset-υπο-τάξη_Pinnipedia-noun-0
ENG20-01993173-n	wngre:synset-θηλαστικά_με_πτερύγια-noun-0
ENG20-01993297-v	wngre:synset-περνώ-verb-1
ENG20-01993442-n	wngre:synset-φώκια-noun-0
ENG20-01993688-a	wngre:synset-ίδιος-adjective-0
ENG20-01994077-v	wngre:synset-πασάρω-verb-0
ENG20-01995535-v	wngre:synset-ζυγώνω-verb-0
ENG20-01995593-a	wngre:synset-διαφορετικός-adjective-0
ENG20-01995958-v	wngre:synset-πλησιάζω-verb-0
ENG20-01996279-v	wngre:synset-συγκλίνω-verb-0
ENG20-01996565-v	wngre:synset-απλώνω-verb-0
ENG20-01996825-v	wngre:synset-αποσπώ-verb-0
ENG20-01997207-v	wngre:synset-βιάζομαι-verb-1
ENG20-01998024-v	wngre:synset-διώχνω-verb-0
ENG20-01998452-n	wngre:synset-οικογένεια_Odobenidaεe-noun-0
ENG20-01998533-v	wngre:synset-πάω-verb-0
ENG20-01998593-n	wngre:synset-γένος__Odobenus-noun-1
ENG20-01998741-n	wngre:synset-θαλάσσιος_ίππος-noun-0
ENG20-01998899-v	wngre:synset-ρυμουλκώ-verb-0
ENG20-02000010-v	wngre:synset-κινούμαι-verb-0
ENG20-02000152-v	wngre:synset-βραδυπορώ-verb-0
ENG20-02000208-n	wngre:synset-οικογένεια_Canidae-noun-0
ENG20-02000516-n	wngre:synset-σαρκοφάγο-noun-2
ENG20-02000544-v	wngre:synset-τρέχω-verb-0
ENG20-02000618-a	wngre:synset-άλλος-adjective-6
ENG20-02000771-a	wngre:synset-άλλος-adjective-1
ENG20-02000824-n	wngre:synset-σκύλα-noun-1
ENG20-02001015-n	wngre:synset-γένος_Canis-noun-1
ENG20-02001223-n	wngre:synset-σκύλος_γένους_Canis_familiaris-noun-0
ENG20-02001308-v	wngre:synset-επέρχομαι-verb-0
ENG20-02001456-a	wngre:synset-άλλος-adjective-0
ENG20-02001681-v	wngre:synset-διαλύομαι-verb-0
ENG20-02001848-n	wngre:synset-κουτάβι-noun-1
ENG20-02001977-n	wngre:synset-κοπρίτης-noun-0
ENG20-02001977-v	wngre:synset-διεισδύω-verb-0
ENG20-02002046-a	wngre:synset-διάφορος-adjective-0
ENG20-02002128-v	wngre:synset-αναρριχώμαι-verb-0
ENG20-02002340-v	wngre:synset-ρέω-verb-0
ENG20-02002490-n	wngre:synset-μικρό_σκυλάκι-noun-0
ENG20-02002541-a	wngre:synset-παρόμοιος-adjective-0
ENG20-02003043-v	wngre:synset-σπεύδω-verb-0
ENG20-02003174-n	wngre:synset-Πεκινουά-noun-0
ENG20-02003933-a	wngre:synset-ανόμοιος-adjective-0
ENG20-02004057-v	wngre:synset-λυγίζω-verb-0
ENG20-02004217-n	wngre:synset-κυνηγόσκυλο-noun-1
ENG20-02004548-n	wngre:synset-κυνηγόσκυλο-noun-0
ENG20-02004734-v	wngre:synset-διπλώνομαι-verb-0
ENG20-02005196-v	wngre:synset-στέκομαι_κλαρίνο-verb-0
ENG20-02006229-n	wngre:synset-σκυλί_hount-noun-0
ENG20-02007824-n	wngre:synset-γκρέιχαουντ-noun-0
ENG20-02008364-v	wngre:synset-ρέω-verb-1
ENG20-02009465-n	wngre:synset-τεριέ-noun-0
ENG20-02009838-v	wngre:synset-αναβλύζω-verb-0
ENG20-03300775-n	wngre:synset-εγκαταστάσεις_φυσικού_αερίου-noun-0
ENG20-03302082-n	wngre:synset-συρόμενη_πόρτα-noun-0
ENG20-03304083-n	wngre:synset-μετρητής-noun-2
ENG20-03305721-n	wngre:synset-σύνεργα-noun-1
ENG20-03306006-n	wngre:synset-σύστημα_μετάδοσης-noun-0
ENG20-03308009-n	wngre:synset-DNA_τσιπ-noun-0
ENG20-03308635-n	wngre:synset-ηλεκτρική_γεννήτρια-noun-1
ENG20-03309562-n	wngre:synset-κίνημα-noun-2
ENG20-03312672-n	wngre:synset-ζωνάρι-noun-0
ENG20-03312858-n	wngre:synset-ποτήρι-noun-1
ENG20-03313671-n	wngre:synset-γυαλικά-noun-0
ENG20-03314281-n	wngre:synset-ανεμοπλάνο-noun-0
ENG20-03314978-n	wngre:synset-υδρόγειος-noun-0
ENG20-03315130-n	wngre:synset-κρουστό_όργανο_ορχήστρας-noun-0
ENG20-03315457-n	wngre:synset-γάντι-noun-0
ENG20-03316986-n	wngre:synset-εστία-noun-0
ENG20-03317379-n	wngre:synset-γκολπόστ-noun-0
ENG20-03318877-n	wngre:synset-έλασμα_χρυσού-noun-0
ENG20-03318987-n	wngre:synset-φύλλο_χρυσού-noun-0
ENG20-03319783-n	wngre:synset-τσάντα_για_γκολφ-noun-0
ENG20-03320236-n	wngre:synset-μπαστούνι-noun-1
ENG20-03320434-n	wngre:synset-κεφαλή_μπαστουνιού_γκόλφ-noun-0
ENG20-03320694-n	wngre:synset-γήπεδο_γκολφ-noun-0
ENG20-03320986-n	wngre:synset-εξοπλισμός_γκολφ-noun-0
ENG20-03321600-n	wngre:synset-γόνδολα-noun-1
ENG20-03321874-n	wngre:synset-γκονγκ-noun-0
ENG20-03323614-n	wngre:synset-κυβερνητικό_κτήριο-noun-0
ENG20-03324240-n	wngre:synset-τουαλέτα-noun-0
ENG20-03324435-n	wngre:synset-επίσημο_ένδυμα-noun-0
ENG20-03326494-n	wngre:synset-ρολόι_με_μεγάλο_επιδαπέδιο-noun-0
ENG20-03326641-n	wngre:synset-γκραντ_πιάνο-noun-0
ENG20-03327047-n	wngre:synset-αγρόκτημα-noun-1
ENG20-03327328-n	wngre:synset-κληματαριά-noun-1
ENG20-03327432-n	wngre:synset-σκάγι-noun-0
ENG20-03327573-n	wngre:synset-γραφική_τέχνη-noun-1
ENG20-03327975-n	wngre:synset-κερκέτης-noun-0
ENG20-03328300-n	wngre:synset-σχάρα-noun-1
ENG20-03328471-n	wngre:synset-σχάρα-noun-0
ENG20-03328649-n	wngre:synset-τρίφτης-noun-0
ENG20-03328797-n	wngre:synset-τάφος-noun-1
ENG20-03329234-n	wngre:synset-ταφόπετρα-noun-1
ENG20-03329388-n	wngre:synset-βαρυτόμετρο-noun-1
ENG20-03330172-n	wngre:synset-κρέμα_μακιγιαρίσματος-noun-0
ENG20-03330390-n	wngre:synset-πανωφόρι-noun-0
ENG20-03331634-n	wngre:synset-θερμοκήπιο-noun-0
ENG20-03333603-n	wngre:synset-μύλη-noun-1
ENG20-03334673-n	wngre:synset-μπακάλικο-noun-0
ENG20-03335770-n	wngre:synset-επιφάνεια_ζωγραφικής-noun-0
ENG20-03336492-n	wngre:synset-ισόγειο-noun-0
ENG20-03337486-n	wngre:synset-προστατευτική_συσκευή-noun-0
ENG20-03337763-n	wngre:synset-πειθαρχείο-noun-0
ENG20-03340363-n	wngre:synset-κιθάρα-noun-1
ENG20-03340812-n	wngre:synset-πυροβόλο_όπλο-noun-0
ENG20-03342003-n	wngre:synset-κιλλίβαντας-noun-0
ENG20-03344688-n	wngre:synset-γυμναστήριο-noun-0
ENG20-03344808-n	wngre:synset-όργανο-noun-8
ENG20-03347595-n	wngre:synset-βούρτσα_μαλλιών-noun-1
ENG20-03349005-n	wngre:synset-λακ-noun-1
ENG20-03349157-n	wngre:synset-λεπτό_ελατήριο_ρολογιού-noun-0
ENG20-03350770-n	wngre:synset-αίθουσα-noun-1
ENG20-03350921-n	wngre:synset-αίθουσα-noun-2
ENG20-03351947-n	wngre:synset-χολ-noun-0
ENG20-03352968-n	wngre:synset-περιλαίμιο_ίππου-noun-0
ENG20-03353167-n	wngre:synset-σφυρί-noun-0
ENG20-03353516-n	wngre:synset-σφυρί_ισχύος-noun-0
ENG20-03354517-n	wngre:synset-δείκτης-noun-0
ENG20-03355072-n	wngre:synset--noun-
ENG20-03355216-n	wngre:synset-καμπανάκι-noun-0
ENG20-03355302-n	wngre:synset-πιστολάκι-noun-1
ENG20-03355790-n	wngre:synset-υπολογιστής_τσέπης-noun-0
ENG20-03356050-n	wngre:synset-καρότσι-noun-0
ENG20-03356543-n	wngre:synset-χειροπέδη-noun-0
ENG20-03356918-n	wngre:synset-μεγεθυντικός_φακός-noun-0
ENG20-03357642-n	wngre:synset-εργόχειρο-noun-1
ENG20-03357781-n	wngre:synset-μάκτρο-noun-0
ENG20-03357984-n	wngre:synset-λαβή-noun-1
ENG20-03359077-n	wngre:synset-τιμόνι_ποδηλάτου-noun-0
ENG20-03359431-n	wngre:synset-κρέμα_χεριών-noun-1
ENG20-03360414-n	wngre:synset-τηλεφωνική_συσκευή-noun-1
ENG20-03361138-n	wngre:synset-εργαλείο_χειρός-noun-0
ENG20-03362282-n	wngre:synset-κάλυμμα_χεριού-noun-0
ENG20-03362407-n	wngre:synset-χειρολαβή-noun-0
ENG20-03362607-n	wngre:synset-χειρολαβή-noun-0
ENG20-03362842-n	wngre:synset-κρεμάστρα-noun-0
ENG20-03363707-n	wngre:synset-αγχόνη-noun-0
ENG20-03364664-n	wngre:synset-σκληρό_ναρκωτικό-noun-0
ENG20-03364821-n	wngre:synset-κάσκα-noun-0
ENG20-03364978-n	wngre:synset-λουρίδα_γης-noun-0
ENG20-03365232-n	wngre:synset-εξαρτήματα_υπολογιστή-noun-1
ENG20-03366139-n	wngre:synset-φυσαρμόνικα-noun-0
ENG20-03366380-n	wngre:synset-αρμόνιο-noun-0
ENG20-03366531-n	wngre:synset-χάμουρα-noun-0
ENG20-03367083-n	wngre:synset-άρπα-noun-0
ENG20-03368089-n	wngre:synset-κλαβεσίνο-noun-1
ENG20-03368667-n	wngre:synset-θεριστική_μηχανή-noun-0
ENG20-03368957-n	wngre:synset-χασίς-noun-0
ENG20-03369427-n	wngre:synset-καπέλο-noun-0
ENG20-03371596-n	wngre:synset-κιθάρα_χαβανέζικης_προέλευσης-noun-0
ENG20-03372346-n	wngre:synset-χορτοξηραντής-noun-0
ENG20-03372799-n	wngre:synset-εμπόδιο_στο_γκολφ-noun-0
ENG20-03373261-n	wngre:synset-κεφαλή_εργαλείου-noun-0
ENG20-03373680-n	wngre:synset-κεφαλόδεσμος-noun-0
ENG20-03374147-n	wngre:synset-κάλυμμα_κεφαλής-noun-0
ENG20-03375356-n	wngre:synset-χάμουρα_κεφαλιού_αλόγου-noun-0
ENG20-03375635-n	wngre:synset-προβολέας-noun-1
ENG20-03376058-n	wngre:synset-αρχηγείο-noun-0
ENG20-03376378-n	wngre:synset-κεντρικά_γραφεία-noun-0
ENG20-03377683-n	wngre:synset-καπίστρι-noun-0
ENG20-03379566-n	wngre:synset-θερμική_μηχανή-noun-0
ENG20-03379704-n	wngre:synset-θερμαντήρας-noun-0
ENG20-03380628-n	wngre:synset-σύστημα_θέρμανσης-noun-0
ENG20-03382187-n	wngre:synset-αερόδυνη_ιπτάμενη_μηχανή-noun-0
ENG20-03383029-n	wngre:synset-τακούνι-noun-0
ENG20-03383591-n	wngre:synset-τούμπα_μεγάλη-noun-0
ENG20-03383708-n	wngre:synset-ελικόπτερο-noun-1
ENG20-03384185-n	wngre:synset-ελικοδρόμιο-noun-1
ENG20-03384492-n	wngre:synset-κάσκα-noun-0
ENG20-03386515-n	wngre:synset-διακριτικό_σήμα-noun-0
ENG20-03387169-n	wngre:synset-ηρωίνη-noun-0
ENG20-03389183-n	wngre:synset-συρταροθήκη-noun-0
ENG20-03389695-n	wngre:synset-κύμβαλο-noun-0
ENG20-03390668-n	wngre:synset-δημόσιος_δρόμος-noun-1
ENG20-03390924-n	wngre:synset-οδικό_σύστημα-noun-0
ENG20-03391460-n	wngre:synset-εμπόδιο-noun-0
ENG20-03391694-n	wngre:synset-μεντεσές-noun-1
ENG20-03392646-n	wngre:synset-ιπποδρόμιο-noun-1
ENG20-03395405-n	wngre:synset-μεγάλο_βαρέλι-noun-0
ENG20-03395503-n	wngre:synset-ανυψωτήρας-noun-0
ENG20-03395883-n	wngre:synset-συσκευή_συγκράτησης-noun-0
ENG20-03396060-n	wngre:synset-κελί-noun-0
ENG20-03396194-n	wngre:synset-μηχανή_συγκράτησης-noun-0
ENG20-03396429-n	wngre:synset-οπή-noun-0
ENG20-03397036-n	wngre:synset-τρύπα_του_γκολφ-noun-0
ENG20-03398332-n	wngre:synset-άσυλο-noun-0
ENG20-03398495-n	wngre:synset-οικιακή_συσκευή-noun-0
ENG20-03401983-n	wngre:synset-άγκιστρο-noun-1
ENG20-03402313-n	wngre:synset-γάντζος-noun-0
ENG20-03403613-n	wngre:synset-στεφάνι-noun-0
ENG20-03405963-n	wngre:synset-επίπεδο-noun-2
ENG20-03407480-n	wngre:synset-ίππος-noun-0
ENG20-03408059-n	wngre:synset-κάρο-noun-0
ENG20-03409610-n	wngre:synset-κάλυμμα_ποδιού-noun-0
ENG20-03409949-n	wngre:synset-νοσοκομείο-noun-1
ENG20-03410445-n	wngre:synset-δωμάτιο_νοσοκομείου-noun-1
ENG20-03410891-n	wngre:synset-ξενώνας-noun-2
ENG20-03411050-n	wngre:synset-ξενώνας-noun-1
ENG20-03411249-n	wngre:synset-αερόστατο-noun-0
ENG20-03411659-n	wngre:synset-ξενοδοχείο-noun-1
ENG20-03412186-n	wngre:synset-δωμάτιο_ξενοδοχείου-noun-1
ENG20-03413545-n	wngre:synset-δείκτης_ώρας-noun-0
ENG20-03413667-n	wngre:synset-κατοικία-noun-3
ENG20-03414795-n	wngre:synset-πλοίο-noun-3
ENG20-03415644-n	wngre:synset-στέγη-noun-1
ENG20-03416090-n	wngre:synset-προστατευικό_κάλυμμα-noun-0
ENG20-03416378-n	wngre:synset-καλύβα-noun-1
ENG20-03416553-n	wngre:synset-αερόστρωμνο_όχημα-noun-1
ENG20-03416982-n	wngre:synset-κέντρο_τροχού-noun-0
ENG20-03417410-n	wngre:synset-τάσι-noun-0
ENG20-03417950-n	wngre:synset-σκαρί-noun-1
ENG20-03422587-n	wngre:synset-βαρύμετρο-noun-2
ENG20-03423506-n	wngre:synset-υγρογράφος-noun-1
ENG20-03423691-n	wngre:synset-υγροσκόπιο-noun-1
ENG20-03424690-n	wngre:synset-υποδερμική_ένεση-noun-1
ENG20-03425750-n	wngre:synset-παγοθραυστικό-noun-1
ENG20-03425931-n	wngre:synset-παγοθραύστης-noun-1
ENG20-03426080-n	wngre:synset-παγάκι-noun-0
ENG20-03426631-n	wngre:synset-μηχανή_πάγου-noun-0
ENG20-03426946-n	wngre:synset-παγοκόφτης-noun-0
ENG20-03427115-n	wngre:synset-παγοδρόμιο-noun-1
ENG20-03429404-n	wngre:synset-ανάφλεξη-noun-1
ENG20-03430944-n	wngre:synset-απομίμηση-noun-1
ENG20-03432383-n	wngre:synset-μόσχευμα-noun-1
ENG20-03432640-n	wngre:synset-όργανο-noun-1
ENG20-03433304-n	wngre:synset-εισαγωγή_προιόντων-noun-0
ENG20-03433688-n	wngre:synset-ιμπρεσσιονισμός-noun-1
ENG20-03434650-n	wngre:synset-αποτεφρωτήρας-noun-1
ENG20-03436573-n	wngre:synset-δείκτης-noun-0
ENG20-03437292-n	wngre:synset-επαγωγικό_πηνίο-noun-0
ENG20-03438403-n	wngre:synset-υποδομή-noun-0
ENG20-03440390-n	wngre:synset-εκτυπωτής_ψεκασμού_μελάνης-noun-1
ENG20-03440555-n	wngre:synset-δαντέλα-noun-0
ENG20-03441453-n	wngre:synset-σαμπρέλα-noun-1
ENG20-03442168-n	wngre:synset-μετζεσόλα-noun-0
ENG20-03442844-n	wngre:synset-ίδρυμα-noun-4
ENG20-03443087-n	wngre:synset-όργανο-noun-2
ENG20-03443493-n	wngre:synset-μέσο-noun-1
ENG20-03443908-n	wngre:synset-όργανο_εκτέλεσης-noun-0
ENG20-03445263-n	wngre:synset-ολοκληρωμένο_κύκλωμα-noun-0
ENG20-03445485-n	wngre:synset-εμβαδόμετρο-noun-0
ENG20-03445991-n	wngre:synset-σταυροδρόμι_κεντρικών_δρόμων-noun-1
ENG20-03447154-n	wngre:synset-συμβολόμετρο-noun-1
ENG20-03447528-n	wngre:synset-διακόσμηση-noun-2
ENG20-03447964-n	wngre:synset-μηχανή_εσωτερικής_καύσης-noun-0
ENG20-03449107-n	wngre:synset-διασταύρωση-noun-0
ENG20-03449421-n	wngre:synset-τοξική_ουσία-noun-0
ENG20-03452325-n	wngre:synset-σίδερο-noun-0
ENG20-03452833-n	wngre:synset-πυροσφραγίδα-noun-0
ENG20-03453451-n	wngre:synset-σιδερώστρα-noun-0
ENG20-03453992-n	wngre:synset-σιδηροτεχνία-noun-1
ENG20-03454531-n	wngre:synset-νησίδα-noun-3
ENG20-03456252-n	wngre:synset-βαλές-noun-0
ENG20-03456792-n	wngre:synset-σακάκι-noun-0
ENG20-03457325-n	wngre:synset-περίβλημα-noun-0
ENG20-03457607-n	wngre:synset-κορόνα-noun-0
ENG20-03459736-n	wngre:synset-«μπουζού»-noun-0
ENG20-03461020-n	wngre:synset-βάζο-noun-2
ENG20-03461642-n	wngre:synset-ακόντιο-noun-0
ENG20-03461771-n	wngre:synset-σιαγόνες_εργαλείου-noun-0
ENG20-03462410-n	wngre:synset-τζιπ-noun-0
ENG20-03463080-n	wngre:synset-κοντομάνικη_μπλούζα-noun-0
ENG20-03463547-n	wngre:synset-φυσούνα-noun-0
ENG20-03464235-n	wngre:synset-πολύτιμος_λίθος-noun-0
ENG20-03464675-n	wngre:synset-κόσμημα_κεφαλής-noun-0
ENG20-03464807-n	wngre:synset-κόσμημα-noun-1
ENG20-03465236-n	wngre:synset-μικρή_λύρα-noun-0
ENG20-03465842-n	wngre:synset-σέγα-noun-0
ENG20-03467844-n	wngre:synset-τσιγαριλίκι-noun-0
ENG20-03468033-n	wngre:synset-αρμός-noun-0
ENG20-03469483-n	wngre:synset-αρχείο-noun-0
ENG20-03471303-n	wngre:synset-ποδιά-noun-0
ENG20-03472610-n	wngre:synset-σταυροδρόμι-noun-1
ENG20-03472803-n	wngre:synset-συνένωση-noun-0
ENG20-03476252-n	wngre:synset-καρίνα-noun-1
ENG20-03477127-n	wngre:synset-βαρελάκι-noun-0
ENG20-03477233-n	wngre:synset-σπιτάκι_σκύλου-noun-0
ENG20-03477373-n	wngre:synset-πηλήκιο-noun-0
ENG20-03479303-n	wngre:synset-βραστήρας-noun-0
ENG20-03479454-n	wngre:synset-κρουστά_τύμπανα_ορχήστρας-noun-0
ENG20-03479675-n	wngre:synset-κλειδί-noun-0
ENG20-03479954-n	wngre:synset-κλειδί-noun-0
ENG20-03480332-n	wngre:synset-κλαβιέ-noun-1
ENG20-03480857-n	wngre:synset-κλειδαρότρυπα-noun-1
ENG20-03481087-n	wngre:synset-δακτύλιος_κλειδιών-noun-0
ENG20-03481183-n	wngre:synset-κεντρική_πέτρα_καμάρας-noun-0
ENG20-03483000-n	wngre:synset-κιμονό-noun-0
ENG20-03484906-n	wngre:synset-κιβώτιο-noun-1
ENG20-03485400-n	wngre:synset-κουζίνα-noun-2
ENG20-03485562-n	wngre:synset-οικιακή_συσκευή-noun-0
ENG20-03485845-n	wngre:synset-κουζινικό_σκεύος-noun-0
ENG20-03486173-n	wngre:synset-κουζινίτσα-noun-1
ENG20-03488738-n	wngre:synset-μαχαίρι-noun-1
ENG20-03489316-n	wngre:synset-μαχαίρι-noun-0
ENG20-03489697-n	wngre:synset-κόψη-noun-0
ENG20-03489967-n	wngre:synset-άλογο-noun-0
ENG20-03492381-n	wngre:synset-κόμπος-noun-0
ENG20-03493202-n	wngre:synset-κολ-noun-1
ENG20-03493346-n	wngre:synset-κότο-noun-0
ENG20-03494752-n	wngre:synset-κυματογράφος-noun-1
ENG20-03495095-n	wngre:synset-εργαστήριο-noun-2
ENG20-03496373-n	wngre:synset-κορδόνι-noun-0
ENG20-03497186-n	wngre:synset-ανεμόσκαλα-noun-0
ENG20-03497971-n	wngre:synset-κουτάλα-noun-0
ENG20-03499792-n	wngre:synset-λαμινέιτ-noun-0
ENG20-03500056-n	wngre:synset-ελασματοποίηση-noun-0
ENG20-03500372-n	wngre:synset-λάμπα-noun-1
ENG20-03500773-n	wngre:synset-λάμπα-noun-0
ENG20-03502445-n	wngre:synset-αποβάθρα-noun-0
ENG20-03502635-n	wngre:synset-κεφαλόσκαλο-noun-0
ENG20-03504658-n	wngre:synset-λωρίδα_κυκλοφορίας-noun-0
ENG20-03504729-n	wngre:synset-καθορισμένη_διαδρομή-noun-0
ENG20-03505775-n	wngre:synset-επικάλυμμα-noun-0
ENG20-03507015-n	wngre:synset-αριστερή_πλευρά-noun-0
ENG20-03507200-n	wngre:synset-λαρυγγοσκόπιο-noun-1
ENG20-03507304-n	wngre:synset-λέιζερ-noun-0
ENG20-03507787-n	wngre:synset-εκτυπωτής_λέιζερ-noun-1
ENG20-02010665-v	wngre:synset-εκχέω-verb-0
ENG20-02010813-v	wngre:synset-αναστρέφω-verb-0
ENG20-02010968-v	wngre:synset-ξεχύνομαι-verb-0
ENG20-02011116-a	wngre:synset-εντάξει-adjective-1
ENG20-02011305-v	wngre:synset-χύνομαι-verb-0
ENG20-02011567-v	wngre:synset-ξεχειλίζω-verb-0
ENG20-02011713-v	wngre:synset-μεταγγίζω_κρασί-verb-0
ENG20-02012045-n	wngre:synset-φοξ-τεριέ-noun-0
ENG20-02012273-v	wngre:synset-στάζω-verb-0
ENG20-02012541-v	wngre:synset-στάζω-verb-1
ENG20-02013026-v	wngre:synset-διηθούμαι-verb-0
ENG20-02013900-v	wngre:synset-κινούμαι_σιγά-verb-0
ENG20-02014248-v	wngre:synset-παρέρχομαι-verb-0
ENG20-02014464-v	wngre:synset-περνάω_γρήγορα-verb-0
ENG20-02014632-v	wngre:synset-το_σκάω-verb-0
ENG20-02014718-a	wngre:synset-επιστημονικός-adjective-1
ENG20-02015028-a	wngre:synset-αντιεπιστημονικός-adjective-0
ENG20-02015514-n	wngre:synset-ρητρήβερ-noun-0
ENG20-02015953-v	wngre:synset-διαφεύγω-verb-0
ENG20-02016325-v	wngre:synset-τρέχω-verb-0
ENG20-02016731-v	wngre:synset-πετώ-verb-0
ENG20-02017015-v	wngre:synset-λακίζω-verb-0
ENG20-02017278-v	wngre:synset-ξεγλιστρώ-verb-0
ENG20-02017360-n	wngre:synset-σέτερ-noun-0
ENG20-02017984-v	wngre:synset-εκτινάσσομαι-verb-0
ENG20-02018068-n	wngre:synset-σπάνιελ-noun-0
